Statistic,Lower 1-tailed,Upper 1-tailed,Two-tailed,Midpoint,Effect Size
Number Invariant Sites,0.7834777,0.3877415,0.775483,0.6978681,0.5898369
Number Invariant Sites Excluding Ambiguous,0.9953364,0.01199201,0.02398401,0.9916722,2.693647
Max Invariant Block Length,0.8067955,0.8714191,1.613591,0.4676882,0
Max Invariant Block Length Excluding Ambiguous,0.9946702,0.02331779,0.04663558,0.9856762,3.159156
Max Pairwise Difference,0.6269154,0.5536309,1.107262,0.5366422,0
Max Pairwise Difference Excluding Ambiguous,0.3557628,0.8014657,0.7115256,0.2771486,0.5004251
Max Variable Block Length,0.3164557,0.7548301,0.6329114,0.2808128,0.334753
Max Variable Block Length Excluding Ambiguous,0.51499,0.6902065,1.02998,0.4123917,0
Min Pairwise Difference,0.757495,1,1.51499,0.3787475,0
Min Pairwise Difference Excluding Ambiguous,0.09993338,1,0.1998668,0.04996669,1.9013
Number Invariable Block,0.8447702,0.3291139,0.6582278,0.7578281,0.6891516
Number Invariable Block Excluding Ambiguous,0.1612258,0.9566955,0.3224517,0.1022652,1.306948
Segregating-Sites,0.3877415,0.7834777,0.775483,0.3021319,0.5898369
Theta,0.3877415,0.7834777,0.775483,0.3021319,0.5898379
Tajima-D,0.1292472,0.8707528,0.2584943,0.1292472,1.199292
Tajima-Pi,0.1332445,0.8700866,0.266489,0.1315789,1.205772
