Statistic,Lower 1-tailed,Upper 1-tailed,Two-tailed,Midpoint,Effect Size
Number Invariant Sites,0.568144,0.7647451,1.136288,0.4016994,0
Number Invariant Sites Excluding Ambiguous,0.4905032,0.6447851,0.9810063,0.422859,0.3427291
Max Invariant Block Length,0.8957014,0.7647451,1.52949,0.5654782,0
Max Invariant Block Length Excluding Ambiguous,0.7817394,0.559147,1.118294,0.6112962,0
Max Pairwise Difference,0.9753416,0.1342886,0.2685771,0.9205265,1.404451
Max Pairwise Difference Excluding Ambiguous,1,0.09263579,0.1852716,0.9536821,1.336677
Max Variable Block Length,0.4658447,0.5608131,0.9316894,0.4525158,0.5218116
Max Variable Block Length Excluding Ambiguous,0.9496834,0.08797068,0.1759414,0.9308564,1.736867
Min Pairwise Difference,1,1,2,0.5,nan
Min Pairwise Difference Excluding Ambiguous,0.6237921,0.6357881,1.247584,0.494002,0
Number Invariable Block,0.5964678,0.7647451,1.192936,0.4158614,0
Number Invariable Block Excluding Ambiguous,0.559147,0.6477841,1.118294,0.4556814,0
Segregating-Sites,0.7647451,0.568144,1.136288,0.5983006,0
Theta,0.7647451,0.568144,1.136288,0.5983006,0
Tajima-D,0.380873,0.6204598,0.7617461,0.3802066,0.297473
Tajima-Pi,0.4181939,0.586138,0.8363879,0.416028,0.2020712
