Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1000	-230.0819	-243.7811	13.69927	32.44104	2.272802	0.0221884	0.122534	0.140824	0.028072	0.116605	0.12152	0.0637473	0.0447341	0.0881586	0.0511896	0.0264261	0.00297252	0.162892	0.177118	0.222774	0.0230848	0.09939875	0.03789648	0.0286936	0.189196	0.183562	0.0485415	0.0596329	0.0091831	0.0128082	0.0156498	0.0199405	0.168475	0.0233881	0.0278715	0.159349	0.0191974	0.0345105	0.03304181	32.44104	0.323801	0.681206	1.07553	1.91947	0.233533	0.331943	0.0802327	0.0940097	0.158032	0.102249	0.07093829	0.4657824
1100	-254.4343	-262.0887	7.654432	19.51871	2.00858	0.156304	0.0813683	0.22469	0.126679	0.0617601	0.00260959	0.067714	0.0214321	0.0801017	0.1027	0.051732	0.0687588	0.186369	0.0149587	0.554497	0.234537	0.1235739	0.03761925	0.00717128	0.09911	0.017127	0.0393036	0.0107996	0.108016	0.00607948	0.0565607	0.0438235	0.168496	0.069078	0.103537	0.0283646	0.219132	0.0234008	0.07200893	19.51871	0.294297	0.655923	1.0702	1.97958	0.191316	0.360195	0.0561251	0.0802254	0.145654	0.166484	0.1096282	0.6568469
1200	-229.9793	-242.709	12.72973	9.12557	4.536176	0.0519756	0.121208	0.319527	0.0572855	0.0615365	0.0643621	0.00207728	0.0695086	0.0764749	0.215431	0.194519	0.14352	0.0421892	0.0452412	0.472624	0.0446007	0.1099962	0.1238302	0.0491268	0.145607	0.0709239	0.0138576	0.00566936	0.00411809	0.0521065	0.0138838	0.0191725	0.0432271	0.209176	0.0442838	0.208204	0.0954996	0.0251438	0.01030652	9.12557	0.481593	0.791924	1.084	1.64248	0.264753	0.288923	0.0544504	0.0722871	0.13256	0.187027	0.1341367	0.07683592
1300	-210.5692	-244.8496	34.28039	113.1181	2.129293	0.0502127	0.00801185	0.0139247	0.000304812	0.000921963	0.0104422	0.0209331	0.0113497	0.0161558	0.012333	0.00327858	0.00778488	0.00459811	0.014173	0.0219347	0.00230312	0.01033099	0.01669432	0.0296291	0.0287457	0.0955534	0.040969	0.0351518	0.0353047	0.0124254	0.137293	0.00732521	0.0449547	0.0210541	0.168829	0.11792	0.140612	0.0842336	0.001147299	113.1181	0.308235	0.668094	1.07291	1.95076	0.299264	0.241934	0.125694	0.0751133	0.141374	0.116621	0.01784162	0.06430467
1400	-221.4201	-246.5062	25.08608	24.2365	1.873521	0.078797	0.0223042	0.0723301	0.00307164	0.0695899	0.14485	0.0699853	0.00929228	0.0495045	0.0092014	0.00286025	0.026118	0.0148597	0.00205675	0.00719983	0.0549748	0.03384962	0.0194231	0.0288406	0.155851	0.140887	0.0166334	0.0061265	0.0760004	0.053753	0.146546	0.0459972	0.112262	0.00807743	0.0141727	0.169428	0.00649909	0.0189259	0.003280411	24.2365	0.277695	0.640853	1.06648	2.01498	0.184098	0.168033	0.0946801	0.0908566	0.220601	0.24173	0.02270351	0.1444892
1500	-236.1165	-250.4997	14.38322	80.14364	1.435469	0.0869886	0.0633025	0.0823734	0.018763	0.00565762	0.0604547	0.0188918	0.056789	0.0641806	0.0631164	0.197299	0.0847364	0.0844947	0.0293675	0.0459757	0.104065	0.05637931	0.03572642	0.0744244	0.0648959	0.0645619	0.0153333	0.0123741	0.022091	0.0448525	0.0146463	0.0733722	0.0155247	0.052076	0.0887077	0.192694	0.105811	0.158635	0.00455668	80.14364	0.21518	0.577451	1.0464	2.16097	0.196753	0.31512	0.118532	0.101605	0.144532	0.123458	0.0402831	0.1131164
1600	-225.3562	-251.7389	26.38267	97.64556	1.789907	0.0102969	0.0201656	0.000541297	0.030975	0.00930626	0.028311	0.0153892	0.00645341	0.0187167	0.00874797	0.0412241	0.0258569	0.0227404	0.0385186	0.0580853	0.00143412	0.01474966	0.001262523	0.0235479	0.0531456	0.0806405	0.0239868	0.0293221	0.0320817	0.0113246	0.0371699	0.0225225	0.268203	0.2402	0.0751086	0.0262019	0.0585431	0.0180023	0.01126785	97.64556	0.266837	0.630636	1.06372	2.03881	0.268585	0.320935	0.0740723	0.0585488	0.162429	0.11543	0.01253037	0.899243
1700	-233.7905	-248.3838	14.59332	16.07811	2.340568	0.0594209	0.0784661	0.0436251	0.10855	0.239093	0.0363291	0.026446	0.0234245	0.00704276	0.0691976	0.0385702	0.126814	0.236682	0.189225	0.0111048	0.0255327	0.1311875	0.08196857	0.041651	0.0190487	0.016452	0.0218678	0.00863494	0.10959	0.00537939	0.12147	0.00137317	0.337998	0.0611566	0.10703	0.0102746	0.109723	0.0283508	0.003287347	16.07811	0.3308	0.686946	1.07657	1.90568	0.244727	0.176994	0.116357	0.157587	0.0915725	0.212762	0.08525592	0.03855858
1800	-236.8545	-249.2781	12.42362	10.03859	1.87011	0.0783068	0.169887	0.168295	0.0146538	0.216115	0.194646	0.108786	0.0233969	0.206134	0.00664937	0.276968	0.144005	0.129596	0.164478	0.174028	0.0326577	0.1360537	0.08978842	0.0509285	0.182612	0.017759	0.0300352	0.00509734	0.0685254	0.0707642	0.113812	0.0304562	0.0391344	0.0124429	0.0313631	0.198071	0.0944544	0.054544	0.0487185	10.03859	0.277261	0.64045	1.06637	2.01592	0.211414	0.247598	0.124975	0.0645757	0.0955838	0.255854	0.1385069	0.3517405
1900	-225.2271	-244.8987	19.67159	86.43112	4.321949	0.0464196	0.0473224	0.0432239	0.00693524	0.053597	0.0160612	0.146669	0.127609	0.0488105	0.00145517	0.00172773	0.0167903	0.0327754	0.0148005	0.0428169	0.00187856	0.04462389	0.01824796	0.0233288	0.143538	0.00219006	0.00610456	0.0379172	0.0361645	0.0150409	0.0137135	0.202299	0.220334	0.00934347	0.0597083	0.139247	0.0669207	0.0241501	0.007555598	86.43112	0.471219	0.785655	1.08423	1.6589	0.238686	0.277259	0.0979324	0.0991379	0.185854	0.101131	0.02580356	0.2928123
2000	-234.9577	-252.9805	18.02282	175.3248	1.758341	0.19732	0.0229014	0.101176	0.00552539	0.0113066	0.0189541	0.0294751	0.0142034	0.000981592	0.024575	0.00551777	0.0090253	0.0238638	0.0492025	0.0141372	0.00239265	0.0278343	0.00900152	0.074848	0.110208	0.125958	0.104576	0.0174026	8.05202e-05	0.107072	0.0465138	0.0629891	0.0114619	0.0692661	0.0395029	0.158904	0.039811	0.0314043	0.01595962	175.3248	0.262617	0.626582	1.06257	2.04823	0.353555	0.127595	0.13253	0.062153	0.168294	0.155874	0.02496114	0.6393786
2100	-231.3258	-254.157	22.83127	37.26888	1.078592	0.0350671	0.0423675	0.0572244	0.00901547	0.00918314	0.00164939	0.196635	0.030932	0.0818904	0.113718	0.000712415	0.0200407	0.0315002	0.026958	0.00746594	0.086351	0.03685829	0.02200835	0.0830025	0.08362	0.0546395	0.0252768	0.0263637	0.0105696	0.0703513	0.124107	0.032793	0.0235166	0.00314351	0.00872042	0.151851	0.284657	0.0173884	0.005036754	37.26888	0.152363	0.499164	1.01189	2.33658	0.263798	0.191883	0.118681	0.0676152	0.14478	0.213243	0.0270451	0.1862354
2200	-238.3457	-254.1912	15.84551	51.18087	1.443052	0.0600724	0.0981666	0.113309	0.0391104	0.0254655	0.00357301	0.0244168	0.128761	0.0527094	0.04001	0.0321576	0.000916316	0.0185509	0.00753283	0.0819692	0.0966373	0.08005342	0.03195519	0.0106787	0.306207	0.0910937	0.00808338	0.0108459	0.0443563	0.0277873	0.0567212	0.0353896	0.152459	0.10149	0.00572068	0.0714453	0.0644447	0.0132769	0.03087324	51.18087	0.21639	0.578794	1.04689	2.15792	0.329222	0.216478	0.115901	0.109537	0.0887622	0.1401	0.06282842	0.4913897
2300	-254.7521	-251.2642	-3.487911	15.43549	3.221953	0.266829	0.0361011	0.367377	0.160621	0.586139	0.170981	0.101886	0.44376	0.375161	0.468401	0.0521755	0.135932	0.63706	0.461489	0.0198677	0.22719	0.2171961	0.06530914	0.0318415	0.0987608	0.224974	0.101657	0.0185386	0.00882256	0.0594945	0.0142894	0.0271788	0.020017	0.0426867	0.116667	0.0698896	0.0526544	0.112529	0.04949284	15.43549	0.405736	0.743121	1.08341	1.76773	0.210412	0.230803	0.169345	0.129473	0.136856	0.12311	0.114802	0.4311149
2400	-223.6714	-250.677	27.00563	55.89468	1.961446	0.0210136	0.00512367	0.0194695	0.000493222	0.019648	0.0329599	0.0573918	0.0575408	0.0254086	0.0245627	0.0205732	0.031689	0.0828059	0.00160299	0.0107565	0.00420775	0.0187544	0.02118525	0.0320334	0.27248	0.142479	0.0526782	0.00226098	0.0739764	0.0155866	0.116351	0.0304659	0.0211886	0.0295221	0.000728729	0.0594142	0.0638868	0.0869482	0.02564834	55.89468	0.288629	0.65085	1.06899	1.99153	0.226037	0.224238	0.108557	0.0675796	0.107364	0.266225	0.04683359	0.5476483
2500	-231.1212	-249.2255	18.10429	35.60537	4.473017	0.024015	0.0309719	0.0189215	0.0814128	0.0611265	0.0527129	0.032005	0.168087	0.106463	0.0406856	0.0441954	0.0845913	0.0213794	0.0198834	0.000795931	0.0304659	0.06331131	0.03088913	0.0128481	0.150473	0.0182239	0.0152998	0.00152212	0.00549639	0.0047021	0.0645	0.0463842	0.00104645	0.131847	0.165376	0.116448	0.0924073	0.173425	0.002863069	35.60537	0.478599	0.790127	1.08408	1.6472	0.250445	0.241234	0.107791	0.0729216	0.214424	0.113185	0.0337522	0.08482614
2600	-232.7651	-250.0713	17.30616	32.38751	0.6400228	0.114568	0.201085	0.00366538	0.118122	0.0548994	0.0774217	0.00833338	0.0351679	0.0554993	0.0902473	0.171572	0.00745544	0.0140052	0.0305578	0.0390923	0.053246	0.09266877	0.08886235	0.0626357	0.0559002	0.0313731	0.0554363	0.00105792	0.0460801	0.0307413	0.135783	0.0333688	0.0373041	0.188164	0.0873564	0.162372	0.0641546	0.00827211	0.0151315	32.38751	0.0614538	0.333802	0.90044	2.7043	0.186919	0.202265	0.0963589	0.132998	0.145219	0.23624	0.1039939	0.1455038
2700	-219.4818	-257.1929	37.71112	92.91637	2.086563	0.0240839	0.000936477	0.00375198	0.00131731	0.016419	0.0019561	0.0122104	0.00879898	0.0190209	0.00383665	0.0175908	0.00124764	0.0116271	0.00377564	0.00923047	0.0250215	0.01613321	0.009112672	0.0387694	0.015536	0.0375868	0.0325486	0.0373661	0.0927252	0.0288527	0.0825066	0.0150387	0.139453	0.0430541	0.183676	0.153579	0.0342714	0.0650362	0.005088814	92.91637	0.303393	0.663914	1.07201	1.96068	0.190596	0.259711	0.123707	0.0940021	0.19828	0.133704	0.01420149	0.3583297
2800	-225.8139	-249.8951	24.08124	105.9438	1.294199	0.0283217	0.00840666	0.0098588	0.0340694	0.063676	0.0321024	0.00617812	0.0367537	0.00475275	0.0185885	0.0545205	0.0134772	0.0136611	0.0169104	0.0579863	0.0103815	0.03284381	0.03360556	0.0341235	0.181625	0.0905436	0.0279485	0.000294065	0.0237371	0.042682	0.00595338	0.0751165	0.0206224	0.0487331	0.0933727	0.218315	0.136758	0.000175541	0.002119783	105.9438	0.19171	0.550285	1.03564	2.22236	0.263073	0.176819	0.121964	0.0816194	0.218673	0.137852	0.03572535	0.05933554
2900	-244.0208	-254.2002	10.1794	50.22231	3.160768	0.0347515	0.0132074	0.0184368	0.0612254	0.00325468	0.0246806	0.1609	0.0705693	0.0369525	0.20467	0.0541288	0.030653	0.135937	0.0619611	0.0593173	0.0194201	0.1199838	0.03076832	0.0261428	0.0874906	0.112828	0.0276756	0.00290644	0.0289639	0.0108219	0.0166463	0.0776553	0.126771	0.0584521	0.00176334	0.0519846	0.244729	0.12517	0.009720567	50.22231	0.401329	0.740058	1.0832	1.77541	0.193424	0.352197	0.0937625	0.0752787	0.182457	0.10288	0.04048888	0.2400799
3000	-225.902	-244.262	18.35999	50.12789	2.715796	0.00751592	0.0678451	0.0167616	0.0302995	0.104671	0.0768524	0.00589525	0.0903977	0.0103522	0.0244974	0.0268098	0.0305678	0.101564	0.00586179	0.00362404	0.12856	0.03978074	0.04799937	0.105055	0.0791208	0.0688278	0.024662	0.0125871	0.00766937	0.0173335	0.000565894	0.0834567	0.00938167	0.0729224	0.0018137	0.292656	0.21529	0.00865794	0.04142907	50.12789	0.366006	0.71447	1.0807	1.83882	0.18596	0.243322	0.15105	0.115824	0.134055	0.169789	0.08942845	0.463265
3100	-227.8558	-247.8335	19.97772	31.51237	2.603994	0.0532752	0.0225119	0.122631	0.026652	0.00454842	0.00655623	0.0182955	0.00997679	0.0300001	0.0960772	0.0737485	0.0103244	0.0223943	0.00736314	0.0220273	0.00951835	0.05895874	0.04203177	0.0150207	0.159021	0.0730701	0.0511251	0.00382494	0.15524	0.0956998	0.0483067	0.093476	0.000255701	0.0559439	0.00322037	0.11055	0.0908528	0.0443935	0.1356785	31.51237	0.356099	0.706942	1.07972	1.85724	0.249377	0.227567	0.145413	0.0814735	0.167393	0.128776	0.1777103	0.7634815
3200	-226.7662	-252.3449	25.57873	70.20315	3.344487	0.0820152	0.016335	0.0377485	0.00430172	0.0385563	0.00196475	0.00321012	0.00320606	0.0424984	0.00206426	0.0647533	0.0181868	0.0338996	0.0306863	0.0236397	0.0134262	0.01969765	0.01392807	0.0132	0.122369	0.00937583	0.0206585	0.0126421	0.00629133	0.055534	0.00886681	0.0287258	0.274929	0.162828	0.149333	0.124163	0.00812092	0.00296306	0.01557883	70.20315	0.414273	0.748978	1.08376	1.75299	0.318432	0.23762	0.0874348	0.101506	0.0956677	0.159339	0.0295069	0.5279724
3300	-222.2115	-246.0399	23.82838	110.6496	1.594738	0.0394981	0.0184245	0.0134426	0.0033234	0.0518604	0.00246911	0.00479561	0.058877	0.0209173	0.0646567	0.0256504	0.00780269	0.0144321	0.0052378	0.0409696	0.0854402	0.03358415	0.02595711	0.0655798	0.0140976	0.285487	0.105995	0.0270923	0.0108233	0.0163206	0.0860229	0.00768911	0.0472503	0.0897848	0.016108	0.163859	0.00100041	0.0628902	0.00266436	110.6496	0.239593	0.603602	1.05553	2.10127	0.219742	0.193583	0.184287	0.0793645	0.170657	0.152366	0.02862147	0.09308956
3400	-238.4679	-249.1062	10.63839	33.72815	0.9579978	0.149396	0.144763	0.00035161	0.284903	0.114377	0.0188747	0.131953	0.154654	0.0853869	0.0364176	0.0739107	0.0569737	0.0499541	0.0991156	0.107266	0.0867308	0.09514777	0.02432283	0.0457104	0.22746	0.070193	0.00873439	0.0329068	0.0916619	0.0315994	0.00614465	0.02215	0.0641291	0.0220109	0.00647598	0.186251	0.0579507	0.126622	0.02393641	33.72815	0.128499	0.463752	0.992676	2.41507	0.198034	0.248894	0.10119	0.128098	0.203088	0.120696	0.04825924	0.4959964
3500	-237.5928	-247.5431	9.950295	16.87857	1.886094	0.120521	0.0642435	0.155884	0.181469	0.0502322	0.061865	0.0471398	0.00426638	0.0735552	0.16535	0.305373	0.197429	0.230053	0.0818155	0.25064	0.138952	0.1090313	0.06483411	0.0209938	0.196931	0.0404673	0.010018	0.0136898	0.0916026	0.0128188	0.00412808	0.034297	0.0443954	0.0491302	0.0602358	0.292773	0.091682	0.0368368	0.008166784	16.87857	0.279288	0.642327	1.06686	2.01153	0.312791	0.300967	0.0741919	0.0739043	0.130513	0.107632	0.07300089	0.1118724
3600	-217.5265	-248.0921	30.56559	67.28723	1.467573	0.0319104	0.0362704	0.0340765	0.07214	0.0431182	0.00120753	0.0009313	0.021469	0.00793114	0.0107795	0.0533943	0.0162455	0.00884314	0.012975	0.00976479	0.00911274	0.02576246	0.02588743	0.0343522	0.069215	0.2686	0.00250115	0.000514241	0.019366	0.0189446	0.0255854	0.0304537	0.131898	0.0625072	0.0240064	0.195931	0.0486926	0.0674334	0.005847943	67.28723	0.22027	0.583068	1.04846	2.1482	0.306864	0.219732	0.0894231	0.0759225	0.18113	0.126929	0.03173537	0.1842721
3700	-232.1419	-249.4534	17.31149	22.41277	2.067955	0.153923	0.151278	0.119553	0.0266662	0.0855036	0.0329357	0.000405518	0.199461	0.0968813	0.094815	0.0545851	0.00892048	0.0222533	0.0870065	0.0512089	0.014754	0.07012929	0.04272966	0.0103304	0.060369	0.0634445	0.0262192	0.0267006	0.11545	0.00472571	0.0910621	0.145394	0.00440695	0.0448133	0.0800827	0.0456514	0.126053	0.155297	0.04855954	22.41277	0.301254	0.662051	1.0716	1.9651	0.239452	0.305419	0.09912	0.119509	0.129535	0.106965	0.09128919	0.5319308
3800	-240.8075	-248.6881	7.880608	16.88253	1.455054	0.382125	0.0786991	0.485127	0.00489281	0.295723	0.147655	0.0192775	0.00389466	0.190633	0.0310749	0.242397	0.105184	0.0672119	0.23549	0.0282406	0.0664959	0.1526473	0.0571555	0.00315624	0.0697138	0.11524	0.0168964	0.0125668	0.0228281	0.0210708	0.0121017	0.160413	0.0139312	0.0429256	0.133927	0.205636	0.0870432	0.0825495	0.03685141	16.88253	0.218295	0.5809	1.04767	2.15314	0.243969	0.319788	0.0820274	0.0944326	0.172515	0.0872686	0.09400691	0.3920075
3900	-230.5051	-249.873	19.36787	50.26094	4.301461	0.0753835	0.00773986	0.0398775	0.0495358	0.0567059	0.0522631	0.00306447	0.288949	0.0126927	0.0151533	0.0143208	0.0181515	0.0230481	0.0275799	0.101865	0.0220213	0.04830105	0.03862983	0.0096239	0.221272	0.0459046	0.0212935	0.00944081	0.0381905	0.0650852	0.0240333	0.0394272	0.0098226	0.0240119	0.348674	0.120035	0.00886731	0.0143188	0.006702438	50.26094	0.470193	0.785029	1.08425	1.66053	0.242052	0.32844	0.0916061	0.060669	0.120132	0.157101	0.04533227	0.1478513
4000	-228.148	-248.301	20.15309	37.26899	1.895568	0.0174014	0.0118347	0.0338654	0.0263647	0.0679523	0.0639777	0.000134444	0.035608	0.106215	0.289833	0.0281591	0.039541	0.042232	0.0496985	0.0195569	0.139775	0.06573837	0.03727888	0.0444749	0.192465	0.0477993	0.00872695	0.00720784	0.0293072	0.0144581	0.0856649	0.0831594	0.0627759	0.169754	0.0293222	0.147512	0.0637779	0.0135947	0.02127612	37.26899	0.280482	0.643428	1.06714	2.00895	0.149774	0.260531	0.106399	0.10229	0.242191	0.138815	0.058555	0.3633527
4100	-240.2807	-250.048	9.767274	28.87039	1.206792	0.0770607	0.182162	0.0279471	0.0709171	0.196825	0.210731	0.000241758	0.191782	0.061999	0.147262	0.0625205	0.302237	0.0571889	0.129314	0.218362	0.0100893	0.1149429	0.01751822	0.0410923	0.024764	0.17854	0.0797995	0.00736049	0.0986906	0.0292233	0.0878752	0.0316352	0.00859492	0.0643755	0.0260796	0.125754	0.118626	0.0775897	0.059142	28.87039	0.176282	0.531163	1.0273	2.26525	0.234478	0.198021	0.0978657	0.132757	0.127183	0.209695	0.07666021	0.7714823
4200	-249.9206	-252.1921	2.271451	8.544755	2.048329	0.463062	0.169994	0.251685	0.300553	0.0189321	0.112061	0.0975361	0.387518	0.236611	0.77497	0.484179	0.0371018	0.0781476	0.0637953	0.0332014	0.251762	0.197582	0.09004159	0.072207	0.0588586	0.0393597	0.034424	0.0300312	0.0698829	0.238376	0.00472308	0.0312807	0.0340985	0.15157	0.0239545	0.111541	0.0973675	0.00232527	0.1160846	8.544755	0.298976	0.660056	1.07115	1.96981	0.182805	0.269869	0.116491	0.109035	0.209625	0.112175	0.2061262	0.5631724
4300	-225.3186	-244.1775	18.85885	55.5995	2.341237	0.000371543	0.0648946	0.0234586	0.0673748	0.145379	0.197289	0.00570888	0.0360838	0.00130837	0.0148645	0.0165069	0.0126957	0.102378	0.0231648	0.0507354	0.0543612	0.06886197	0.03523814	0.0112127	0.0577201	0.0677298	0.00222102	0.00835551	0.0507701	0.0165182	0.0307567	0.0437439	0.170442	0.0082277	0.087747	0.246507	0.119244	0.0788053	0.002649198	55.5995	0.330869	0.687001	1.07658	1.90555	0.261928	0.232775	0.0867479	0.0911457	0.193043	0.13436	0.03788733	0.06992305
4400	-239.1837	-250.2397	11.05595	33.8789	1.285378	0.299086	0.0969493	0.151367	0.0749724	0.136976	0.178082	0.000187966	0.112424	0.0657628	0.154132	0.113957	0.058957	0.121021	0.023594	0.268688	0.00952984	0.1252543	0.05581985	0.00870929	0.0080333	0.117131	0.00876751	0.020538	0.0471264	0.00305776	0.0200581	0.0475424	0.131131	0.253365	0.0759507	0.0820536	0.173051	0.00348482	0.0003220693	33.8789	0.190185	0.548443	1.03487	2.2265	0.297889	0.247431	0.112813	0.125729	0.121954	0.0941841	0.05614192	0.005736699
