Statistic,Lower 1-tailed,Upper 1-tailed,Two-tailed,Midpoint,Effect Size
Number Invariant Sites,0.757495,0.4003997,0.8007995,0.6785476,0.4745846
Number Invariant Sites Excluding Ambiguous,0.3004664,0.8081279,0.6009327,0.2461692,0.5657214
Max Invariant Block Length,0.7561626,0.9427049,1.512325,0.4067288,0
Max Invariant Block Length Excluding Ambiguous,0.2331779,0.9906729,0.4663558,0.1212525,0.7731644
Max Pairwise Difference,0.9620253,0.1252498,0.2504997,0.9183877,1.138246
Max Pairwise Difference Excluding Ambiguous,0.9033977,0.2105263,0.4210526,0.8464357,0.8251957
Max Variable Block Length,0.6728847,0.3710859,0.7421719,0.6508994,0.4178912
Max Variable Block Length Excluding Ambiguous,0.7368421,0.3597602,0.7195203,0.688541,0.627993
Min Pairwise Difference,0.9953364,1,1.990673,0.4976682,0
Min Pairwise Difference Excluding Ambiguous,0.9500333,1,1.900067,0.4750167,0
Number Invariable Block,0.8201199,0.3451033,0.6902065,0.7375083,0.5503347
Number Invariable Block Excluding Ambiguous,0.7974684,0.3724184,0.7448368,0.712525,0.5447111
Segregating-Sites,0.4003997,0.757495,0.8007995,0.3214524,0.4745846
Theta,0.4003997,0.757495,0.8007995,0.3214524,0.4745846
Tajima-D,0.8974017,0.1025983,0.2051965,0.8974017,1.288587
Tajima-Pi,0.8660893,0.1365756,0.2731512,0.8647568,1.117216
