Statistic,Lower 1-tailed,Upper 1-tailed,Two-tailed,Midpoint,Effect Size
Number Invariant Sites,0.9253831,0.248501,0.497002,0.838441,1.015631
Number Invariant Sites Excluding Ambiguous,0.8481013,0.5589607,1.117921,0.6445703,0
Max Invariant Block Length,0.934044,0.6302465,1.260493,0.6518987,0
Max Invariant Block Length Excluding Ambiguous,0.9920053,0.5649567,1.129913,0.7135243,0
Max Pairwise Difference,1,0.06995336,0.1399067,0.9650233,1.560404
Max Pairwise Difference Excluding Ambiguous,0.9740173,0.1299134,0.2598268,0.922052,1.247039
Max Variable Block Length,0.3630913,0.733511,0.7261825,0.3147901,0.5187854
Max Variable Block Length Excluding Ambiguous,0.7108594,0.7288474,1.421719,0.491006,0
Min Pairwise Difference,0.9800133,1,1.960027,0.4900067,0
Min Pairwise Difference Excluding Ambiguous,0.9793471,1,1.958694,0.4896736,0
Number Invariable Block,0.9546969,0.218521,0.437042,0.8680879,1.140997
Number Invariable Block Excluding Ambiguous,0.6202532,0.9966689,1.240506,0.3117921,0
Segregating-Sites,0.248501,0.9253831,0.497002,0.161559,1.015631
Theta,0.07461692,0.9253831,0.1492338,0.07461692,1.195493
Tajima-D,1,0,0,1,3.949865
Tajima-Pi,1,0,0,1,3.181811
