Statistic,Lower 1-tailed,Upper 1-tailed,Two-tailed,Midpoint,Effect Size
Number Invariant Sites,0.7170943,0.634122,1.268244,0.5414862,0
Number Invariant Sites Excluding Ambiguous,0.5858047,1,1.171609,0.2929024,0
Max Invariant Block Length,0.9470177,0.634122,1.268244,0.6564479,0
Max Invariant Block Length Excluding Ambiguous,0.9713429,1,1.942686,0.4856714,0
Max Pairwise Difference,1,0.02299234,0.04598467,0.9885038,1.741993
Max Pairwise Difference Excluding Ambiguous,0.7567478,0.5688104,1.137621,0.5939687,0
Max Variable Block Length,0.5054982,0.5148284,1.010996,0.4953349,0
Max Variable Block Length Excluding Ambiguous,1,0.5858047,1.171609,0.7070976,0
Min Pairwise Difference,1,1,2,0.5,nan
Min Pairwise Difference Excluding Ambiguous,1,1,2,0.5,nan
Number Invariable Block,0.7384205,0.634122,1.268244,0.5521493,0
Number Invariable Block Excluding Ambiguous,0.598134,1,1.196268,0.299067,0
Segregating-Sites,0.634122,0.7170943,1.268244,0.4585138,0
Theta,0.634122,0.7170943,1.268244,0.4585138,0
Tajima-D,0.9896701,0.01032989,0.02065978,0.9896701,2.19127
Tajima-Pi,0.991003,0.008997001,0.017994,0.991003,2.204343
