Statistic,Lower 1-tailed,Upper 1-tailed,Two-tailed,Midpoint,Effect Size
Number Invariant Sites,0.6764412,0.5781406,1.156281,0.5491503,0
Number Invariant Sites Excluding Ambiguous,0.7557481,0.4395202,0.8790403,0.658114,0.5363053
Max Invariant Block Length,0.9716761,0.1872709,0.3745418,0.8922026,1.564539
Max Invariant Block Length Excluding Ambiguous,0.8660447,0.2469177,0.4938354,0.8095635,1.512853
Max Pairwise Difference,1,0.01632789,0.03265578,0.9918361,1.99555
Max Pairwise Difference Excluding Ambiguous,0.9646784,0.1286238,0.2572476,0.9180273,1.150623
Max Variable Block Length,0.8077308,0.2665778,0.5331556,0.7705765,0.7185038
Max Variable Block Length Excluding Ambiguous,0.8067311,0.5708097,1.141619,0.6179607,0
Min Pairwise Difference,0.6824392,0.5121626,1.024325,0.5851383,0
Min Pairwise Difference Excluding Ambiguous,0.6421193,0.5044985,1.008997,0.5688104,0
Number Invariable Block,0.4641786,0.8700433,0.9283572,0.2970676,0.8291596
Number Invariable Block Excluding Ambiguous,0.4845052,0.8837054,0.9690103,0.3003999,0.9408183
Segregating-Sites,0.5781406,0.6764412,1.156281,0.4508497,0
Theta,0.5781406,0.6764412,1.156281,0.4508497,0
Tajima-D,0.9006998,0.1009663,0.2019327,0.8998667,1.147434
Tajima-Pi,0.8967011,0.1086305,0.2172609,0.8940353,1.061585
