Statistic,Lower 1-tailed,Upper 1-tailed,Two-tailed,Midpoint,Effect Size
Number Invariant Sites,0.7968021,0.3577615,0.715523,0.7195203,0.5040974
Number Invariant Sites Excluding Ambiguous,0.3471019,0.7708195,0.6942039,0.2881412,0.5782966
Max Invariant Block Length,0.7921386,0.9367089,1.584277,0.4277149,0
Max Invariant Block Length Excluding Ambiguous,0.2771486,0.9800133,0.5542971,0.1485676,0.7295042
Max Pairwise Difference,0.9033977,0.2265157,0.4530313,0.838441,1.126725
Max Pairwise Difference Excluding Ambiguous,0.9087275,0.1978681,0.3957362,0.8554297,0.8332292
Max Variable Block Length,0.6455696,0.4043971,0.8087941,0.6205863,0.3212888
Max Variable Block Length Excluding Ambiguous,0.6602265,0.4576949,0.9153897,0.6012658,0.2943747
Min Pairwise Difference,0.8654231,1,1.730846,0.4327115,0
Min Pairwise Difference Excluding Ambiguous,0.1425716,0.9620253,0.2851432,0.09027315,1.16306
Number Invariable Block,0.8447702,0.302465,0.60493,0.7711526,0.5894183
Number Invariable Block Excluding Ambiguous,0.8041306,0.3544304,0.7088608,0.7248501,0.5360018
Segregating-Sites,0.3577615,0.7968021,0.715523,0.2804797,0.5040974
Theta,0.3577615,0.7968021,0.715523,0.2804797,0.5040975
Tajima-D,0.8087941,0.1918721,0.3837442,0.808461,0.8289456
Tajima-Pi,0.7441706,0.2644903,0.5289807,0.7398401,0.6445916
