Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1000	-51.9159	-76.80242	24.88652	6.74478	1.82691	0.0476732	0.0130434	0.0671504	0.0741868	0.0374313	0.0296587	0.203768	0.244724	0.1255771	0.1123571	0.0257106	0.109394	0.155879	0.0494636	0.0206043	0.061843	0.0201171	0.00133135	0.0267685	0.00824801	0.029387	0.0556432	0.00994323	0.405981	0.0196853	0.003133332	6.74478	0.271699	0.635248	1.06499	2.02807	0.04812	0.393311	0.00526365	0.144535	0.343747	0.0650234	0.1154904	0.02713066
1100	-45.90463	-81.25857	35.35394	18.71122	0.6037216	0.0103009	0.0396236	0.0227805	0.00746054	0.0252291	0.0353955	0.00544825	0.00370112	0.03098947	-0.01238783	0.0566455	0.0177398	0.0564206	0.0619677	0.00477573	0.0429188	0.0878866	0.000622733	0.0298037	0.118831	0.141208	0.111799	0.00151004	0.253337	0.0145335	0.03943749	18.71122	0.0538765	0.314335	0.883206	2.74858	0.0551521	0.363746	0.0494816	0.101863	0.385947	0.0438099	0.02704966	1.457966
1200	-52.5953	-80.93757	28.34227	10.51357	1.363661	0.00642787	0.0162746	0.0144957	0.0335026	0.0513448	0.0937267	0.0655513	0.00262145	0.0619678	0.000973323	0.0837779	0.127813	0.00710291	0.083706	0.0273937	0.0360583	0.0820104	0.0112456	0.0131169	0.137367	0.00174463	0.169521	0.0292842	0.167561	0.022297	0.1548146	10.51357	0.203472	0.564169	1.0413	2.19106	0.0404609	0.288481	0.00973005	0.13219	0.4306	0.0985376	0.1557879	0.9937523
1300	-53.22189	-85.33333	32.11144	29.30338	0.3464645	0.0265952	0.029545	0.00594411	0.00813562	0.0699078	0.0342232	0.0418562	0.0115172	0.04450032	0.0358765	0.200537	0.038027	0.121679	0.00884576	0.0181176	0.268784	0.0545352	0.00550485	0.0280652	0.130813	0.00135164	0.0101941	0.0241137	0.0617849	0.0276472	0.01480371	29.30338	0.00980807	0.140804	0.666188	3.1832	0.0375034	0.353197	0.0351085	0.109403	0.415436	0.0493519	0.05068021	0.2921004
1400	-51.32828	-85.85941	34.53114	29.60579	0.7167236	0.00347685	0.00927849	0.00172491	0.00794879	0.0239698	0.0480474	0.0223178	0.0106192	0.006834786	0.03993117	0.0773364	0.0784443	0.0687579	0.0122838	0.0159694	0.0370206	0.0310132	0.0186782	0.0497233	0.0145283	0.0907153	0.0179606	0.0986693	0.118232	0.270668	0.001001117	29.60579	0.0777634	0.371315	0.930911	2.62001	0.0410224	0.306019	0.0258932	0.172999	0.339265	0.114801	0.04093229	0.02445787
1500	-49.85085	-80.127	30.27615	8.122366	1.480343	0.0114046	0.0138269	0.0165716	0.0521644	0.0593955	0.0610756	0.00908587	0.134054	0.05111516	0.01722269	0.0496769	0.057795	0.0959581	0.0709191	0.0122579	0.0841915	0.0331108	0.00150654	0.0624524	0.0692692	0.138696	0.0697688	0.0130655	0.14253	0.098803	0.06543576	8.122366	0.22227	0.585251	1.04925	2.14323	0.0593862	0.445763	0.0216682	0.0944879	0.313815	0.0648798	0.08265845	0.7916403
1600	-65.03901	-81.12105	16.08205	6.514388	2.387592	0.375285	0.00633487	0.0143772	0.00552921	0.291256	0.195371	0.026155	0.131665	0.1773546	-0.1413214	0.0857025	0.0684709	0.0148199	0.082005	0.075936	0.325096	0.00821853	0.00476811	0.0284472	0.0124098	0.11824	0.0312838	0.00137342	0.137447	0.00578148	0.2697563	6.514388	0.335534	0.690775	1.07723	1.89646	0.0258546	0.50482	0.0224627	0.111768	0.314254	0.0208404	0.1284349	2.100335
1700	-52.45888	-82.02482	29.56594	15.13939	0.2238809	0.0153454	0.0384226	0.100712	0.02269	0.0309408	0.0120051	0.0166795	0.0466299	0.03604293	-0.04860373	0.095676	0.0455975	0.0039639	0.0134116	0.0608151	0.0281273	0.0150086	0.000994987	0.169284	0.0513807	0.16239	0.0762519	0.0281035	0.220462	0.0285323	0.1526218	15.13939	0.00110923	0.0485879	0.443079	3.50722	0.0274749	0.330208	0.00532075	0.0546954	0.54512	0.0371813	0.1040181	1.467262
1800	-54.03454	-76.68509	22.65055	36.93075	1.871284	0.0112907	0.0139864	0.0229945	0.0840661	0.002162	0.0138157	0.266391	0.00831575	0.05060078	0.07081524	0.0465794	0.00690354	0.0490248	0.109823	0.0693268	0.0115763	0.0139763	0.00065874	0.0365224	0.13072	0.178711	0.024	0.00404106	0.313618	0.00451922	0.03246273	36.93075	0.27741	0.640589	1.06641	2.01559	0.0321758	0.469283	0.0138553	0.12273	0.297747	0.064209	0.103278	0.3143239
1900	-64.21033	-82.15768	17.94735	7.565485	1.435394	0.0551781	0.00573	0.313551	0.128285	0.0329207	0.00694896	0.470848	0.0685742	0.1877077	-0.07462844	0.0665751	0.318394	0.01378	0.0356459	0.079685	0.0159297	0.0572702	0.0366139	0.0160881	0.00355044	0.0748297	0.0895409	0.0267572	0.163096	0.00224378	0.2489909	7.565485	0.215167	0.577437	1.04639	2.161	0.0656416	0.343178	0.00472285	0.143243	0.381195	0.0620196	0.1743624	1.428008
2000	-41.36014	-81.32829	39.96816	49.37515	0.469743	0.00372191	0.00029944	0.0044005	0.00097285	0.00784831	0.000438716	0.0361003	0.00634981	0.006330896	0.02788208	0.178292	0.00532749	0.113401	0.0133108	0.119759	0.0160598	0.0286722	0.00249829	0.0989546	0.0158522	0.0699379	0.116023	0.00869501	0.19631	0.0169078	0.02572332	49.37515	0.0279263	0.231705	0.79694	2.94343	0.0204392	0.469758	0.0276701	0.142878	0.274741	0.0645143	0.0536054	0.4798644
2100	-57.43419	-82.44086	25.00667	13.56919	0.2225886	0.00414537	0.0284662	0.0420385	0.00906501	0.179597	0.0442229	0.131789	0.0805779	0.1229059	0.01602046	0.127266	0.0250142	0.0215698	0.0427857	0.00698619	0.0323219	0.134652	0.0400142	0.085212	0.0533286	0.0106338	0.0139697	0.125233	0.260542	0.0204708	0.04191818	13.56919	0.00107023	0.0477382	0.440012	3.51118	0.0285076	0.408061	0.00144056	0.0937138	0.411737	0.0565405	0.05793864	0.7234927
2200	-42.92474	-80.10816	37.18342	15.05224	2.265604	0.00290791	0.00207721	0.0365158	0.0224596	0.0225029	4.06359e-05	0.0175782	0.00747193	0.02321411	0.09554035	0.132259	0.184805	0.00673587	0.0704285	0.000747565	0.0368586	0.181343	0.00160391	0.0358009	0.059693	0.0978198	0.129991	0.0131377	0.0383746	0.0104013	0.01513428	15.05224	0.323044	0.68058	1.07541	1.92097	0.030512	0.433435	0.00310331	0.10539	0.353929	0.0736299	0.1106746	0.1367457
2300	-49.56438	-83.79137	34.22699	2.559981	0.3240195	0.0469535	0.0266806	0.0756974	0.0109641	0.116744	0.0349745	0.0174337	0.0599075	0.04083524	0.08567676	0.0917574	0.120473	0.0217645	0.108446	0.0476962	0.00600819	0.0815915	0.0180089	0.0583404	0.0336706	0.0803683	0.176009	0.000916371	0.067755	0.0871954	0.002694187	2.559981	0.00744471	0.123263	0.63402	3.23527	0.0273465	0.478955	0.0183995	0.127688	0.301376	0.0462357	0.08837095	0.03048725
2400	-52.49092	-83.28361	30.79269	6.175412	1.271986	0.0436286	0.000689696	0.0120337	0.00664392	0.0538699	0.0142858	0.258852	0.0159042	0.06359769	0.1874338	0.0249309	0.189148	0.0256262	0.0453804	0.128517	0.0763631	0.07843	0.00432739	0.0544763	0.0107007	0.0220118	0.0745868	0.0122971	0.221169	0.0320352	0.001968917	6.175412	0.187856	0.545609	1.03366	2.23287	0.167015	0.289261	0.00135343	0.112543	0.385444	0.0443842	0.1894028	0.0103954
2500	-41.25648	-78.31956	37.06308	30.13479	1.680461	0.00376529	0.0160066	0.00226855	0.00938905	0.0106701	0.00369077	0.0404125	0.00104027	0.008217918	0.02024386	0.122446	0.0622973	0.00601989	0.0752184	0.0507587	0.105939	0.0703048	0.00773508	0.125134	0.127408	0.00752237	0.012929	0.04244	0.183392	0.00045488	0.03873209	30.13479	0.251903	0.616076	1.05947	2.07255	0.033584	0.47999	0.000744485	0.0883866	0.367109	0.0301861	0.05897594	0.6567438
2600	-34.6577	-78.80084	44.14314	46.87588	1.442361	0.00155356	0.00142407	0.000916352	0.00591808	0.00396313	0.0042244	0.000211906	0.00101173	0.004889553	-0.02879419	0.190992	0.176582	0.136943	0.06238	0.0544315	0.0219782	0.0898282	0.000113885	0.0275836	0.0549828	0.0468469	0.003483	0.011248	0.103437	0.01917	0.04292449	46.87588	0.21628	0.578672	1.04685	2.1582	0.0229802	0.474756	0.0201068	0.0782359	0.355499	0.0484217	0.0141303	3.037761
2700	-52.56861	-79.64973	27.08112	12.84069	0.6410639	0.0143595	0.0192749	0.0414784	0.0878617	0.133838	0.025953	0.0606561	0.108842	0.04979853	0.1854448	0.111632	0.224961	0.0818131	0.0378659	0.049574	0.0231721	0.0346491	0.00192881	0.0339966	0.125719	0.0315111	0.005594	0.00539168	0.178644	0.0535466	0.01854051	12.84069	0.061673	0.334343	0.900905	2.70308	0.01452	0.582026	0.0193944	0.0625384	0.30581	0.0157117	0.2039853	0.0908914
2800	-46.3571	-84.24164	37.88454	18.81631	1.132038	0.021278	0.0209319	0.00340353	0.0104355	0.0240945	0.00619396	0.0171989	0.00888243	0.03136377	0.03535951	0.0262835	0.00380803	0.101602	0.0114936	0.270524	0.0150521	0.0587859	0.0108626	0.0428624	0.00495034	8.87418e-05	0.000216662	0.00408457	0.438718	0.0106678	0.01304408	18.81631	0.162521	0.513134	1.01884	2.3055	0.0923692	0.449858	0.0335911	0.170572	0.2213	0.0323099	0.04840358	0.2694858
2900	-55.36654	-84.25945	28.89291	4.909317	0.1151087	0.0129267	0.0371151	0.0560621	0.226953	0.142724	0.0225897	0.0117031	0.105365	0.1139236	0.1364237	0.0591514	0.115386	0.00137962	0.0886992	0.00465848	0.0450723	0.0834687	0.00592674	0.118664	0.0124563	0.0208283	0.0529733	0.0295043	0.357238	0.00459429	0.006787421	4.909317	3.24052e-06	0.00267057	0.136433	3.86089	0.0475898	0.285276	0.00483091	0.0968077	0.51342	0.0520757	0.1432111	0.04739452
3000	-47.56769	-79.88787	32.32018	3.546901	1.735172	0.0580455	0.0203654	0.0385624	0.0134579	0.0251676	0.00450466	0.0169968	0.116152	0.03178507	0.01951104	0.125054	0.0163334	0.139962	0.175595	0.0319795	0.0911259	0.0660828	0.000587927	0.0142225	0.0788004	0.031739	0.152017	0.0101141	0.0658466	0.00053996	0.1572782	3.546901	0.259474	0.623533	1.06169	2.0553	0.0156233	0.427981	0.00253032	0.0789483	0.373192	0.101725	0.1767892	0.8896367
3100	-54.44775	-77.82181	23.37406	10.88351	0.7589262	0.194286	0.0317811	0.0344015	0.0171069	0.187066	0.0941677	0.04971	0.290267	0.1104283	0.03107985	0.148574	0.00112397	0.154285	0.0209647	0.124034	0.00496132	0.0118667	0.000909295	0.0309426	0.111666	0.0185172	0.197967	0.00396072	0.166096	0.00413082	0.01328146	10.88351	0.0867939	0.390056	0.94489	2.57826	0.0314456	0.517112	0.0200973	0.117551	0.274945	0.0388489	0.04436131	0.2993928
3200	-41.01227	-84.15946	43.14719	52.14149	1.722951	0.00276423	0.00312292	0.00412307	0.00991448	0.00823581	0.00868019	0.00293808	0.000925	0.002938533	0.01389273	0.0493849	0.0128254	0.0488275	0.0395533	0.101343	0.227202	0.0670586	0.013357	0.00852762	0.1661	0.125288	0.0205079	0.0504855	0.0442063	0.0253338	0.003469407	52.14149	0.257802	0.6219	1.06121	2.05908	0.0393378	0.41091	0.00289419	0.0861212	0.306857	0.153879	0.01736213	0.1998261
3300	-57.40484	-84.8262	27.42136	4.983044	3.106839	0.00192579	0.0760701	0.0166268	0.025646	0.112731	0.0767532	0.12091	0.0419371	0.05136133	0.05326787	0.327863	0.00795582	0.0139806	0.148698	0.0238777	0.0160986	0.0522991	0.006409	0.148495	0.0279496	0.00177338	0.0276879	0.0360565	0.113605	0.04725	0.1145966	4.983044	0.397362	0.737277	1.083	1.78237	0.0288888	0.399149	0.00213192	0.0859295	0.437626	0.0462745	0.1678645	0.6826733
3400	-54.02554	-79.18255	25.15701	30.66433	1.956438	0.16466	0.0341547	0.0622989	0.00548124	0.0138432	0.0285887	0.10174	0.12746	0.06387058	0.01924809	0.257608	0.0578097	0.0597252	0.0175308	0.06489	0.0444486	0.0272943	0.00373289	0.0239896	0.0779979	0.0535327	0.0324926	0.00831519	0.231913	0.0387203	0.008368908	30.66433	0.288019	0.6503	1.06886	1.99282	0.044786	0.283892	0.0126186	0.14155	0.448084	0.0690695	0.027617	0.3030347
3500	-53.18325	-85.74895	32.5657	8.719903	0.6761755	0.0132168	0.169474	0.0259752	0.0117649	0.0859594	0.00688058	0.00235017	0.0102791	0.0467378	0.1438472	0.182861	0.0558476	0.0817822	0.0332842	0.0119629	0.0209717	0.253089	0.0129996	0.119293	0.0563948	0.03835	0.0643835	0.0400461	0.00521275	0.0235206	0.01170855	8.719903	0.0691083	0.352069	0.915709	2.66311	0.015154	0.376582	0.0125944	0.157704	0.361216	0.0767495	0.1555558	0.07526915
3600	-57.58538	-85.03625	27.45087	9.138004	1.650182	0.0687533	0.00339119	0.0670921	0.0580239	0.00933564	0.0155876	0.161984	0.126071	0.09244069	0.08985705	0.043309	0.122952	0.00446413	0.186947	0.0898932	0.0177421	0.116352	0.00479035	0.0145876	0.0353319	0.0687294	0.0822101	0.019377	0.151556	0.0417584	0.01089237	9.138004	0.247618	0.611785	1.05815	2.08245	0.0572956	0.489332	0.0343242	0.113717	0.250235	0.0550967	0.1007494	0.1081134
3700	-56.63471	-80.86505	24.23034	6.067285	3.798207	0.0914234	0.0338435	0.0909758	0.0372211	0.0592692	0.298477	0.0192577	0.0698625	0.09781114	0.1042653	0.0702713	0.0605825	0.0470915	0.0995216	0.107399	0.0147416	0.0530041	0.0134642	0.0217455	0.0203803	0.203831	0.0921011	0.0198205	0.0859046	0.0901411	0.03640844	6.067285	0.442921	0.767929	1.08437	1.70478	0.00670918	0.369473	0.00276789	0.118074	0.436929	0.0660471	0.1406737	0.2588148
3800	-43.24	-81.61182	38.37182	23.74262	1.493196	0.00991556	0.0136125	0.00755105	0.00616634	0.00469305	0.015377	0.00753211	0.00200522	0.007229926	0.002263793	0.147317	0.0194735	0.0128531	0.0804647	0.00675618	0.0859767	0.180263	0.0237285	0.0607133	0.0234622	0.0488617	0.033122	0.00164007	0.166677	0.108691	0.08764826	23.74262	0.224269	0.58742	1.05002	2.13829	0.035925	0.371481	0.00572687	0.132127	0.326525	0.128214	0.08991206	0.9748221
3900	-45.36241	-79.59788	34.23547	7.474002	1.193742	0.00696004	0.0227216	0.0201548	0.000417614	0.0586081	0.0164253	0.0460423	0.0908084	0.04466894	0.1626408	0.0283678	0.10093	0.102192	0.00621051	0.0213701	0.0653028	0.0287452	0.00629206	0.0394052	0.277714	0.103436	0.0208035	0.00302155	0.142712	0.0534969	0.004776251	7.474002	0.173917	0.528134	1.02592	2.27203	0.0102561	0.401399	0.0105812	0.0817366	0.424081	0.0719459	0.167417	0.02852906
4000	-58.41588	-81.81579	23.39991	28.12438	2.785821	0.0443741	0.0921972	0.144443	0.0047206	0.245755	0.0367168	0.00217882	0.0875371	0.1047601	0.04438581	0.0647531	0.0347956	0.0497006	0.0873255	0.0164228	0.121791	0.00926704	0.00671875	0.110021	0.232613	0.0165767	0.122019	0.00401447	0.107266	0.0167148	0.001081486	28.12438	0.371983	0.718935	1.08123	1.82785	0.0594678	0.46252	0.0310488	0.0808156	0.30039	0.0657588	0.0454673	0.02378601
4100	-43.57566	-77.79646	34.22079	10.7404	2.812993	0.0315618	0.000449383	0.074249	0.0108438	0.0237493	0.0127745	0.00489878	0.0157197	0.02074204	0.02120379	0.199083	0.00535867	0.0404686	0.000845853	0.0180316	0.0338387	0.0798815	0.00258089	0.0242988	0.111873	0.0441536	0.0108026	0.010961	0.384809	0.0330129	0.1167126	10.7404	0.374257	0.720618	1.08142	1.8237	0.0618466	0.364523	0.00099137	0.0722052	0.442619	0.0578158	0.1379164	0.8462562
4200	-54.57571	-81.65223	27.07652	7.277316	0.8404094	0.041432	0.0100503	0.00777178	0.0669454	0.199131	0.0586794	0.135093	0.0195385	0.1064583	0.01922173	0.0747622	0.00627012	0.00130716	0.0619922	0.011133	0.0936226	0.0081934	0.00188548	0.0481775	0.1659	0.10484	0.0854464	0.0519318	0.200959	0.0835786	0.04516102	7.277316	0.104124	0.422908	0.967552	2.50542	0.029036	0.414952	0.00625359	0.1119	0.375739	0.0621198	0.06438275	0.701446
4300	-52.98662	-78.62512	25.63851	5.948704	2.214157	0.00662103	0.0512021	0.0717756	0.10201	0.24783	0.075241	0.0776792	0.0624131	0.06103942	0.1646455	0.194153	0.117015	0.115015	0.0406847	0.0726724	0.00459517	0.112653	0.00883334	0.00767743	0.0409766	0.0170371	0.0329536	0.00613089	0.173933	0.0556697	0.04752916	5.948704	0.317565	0.676012	1.07453	1.93189	0.0144506	0.487216	0.0172467	0.0903793	0.323828	0.0668791	0.2121747	0.2240096
4400	-54.63191	-75.22598	20.59408	4.752753	3.634371	0.199293	0.166782	0.370267	0.0242894	0.22557	0.118776	0.0294985	0.0179216	0.1420466	0.05997863	0.0490072	0.0953451	0.063433	0.0542025	0.00553922	0.268341	0.0217871	0.00136459	0.00745033	0.0126253	0.0124496	0.0076488	0.00175278	0.382892	0.0161616	0.02816154	4.752753	0.433074	0.761534	1.08425	1.72114	0.0217449	0.395124	0.00598596	0.153545	0.39673	0.02687	0.08814017	0.3195086
4500	-43.02887	-79.65511	36.62625	37.31774	1.148425	0.0115438	0.0139506	0.006981	0.00459506	0.0225991	0.0103909	0.0255564	0.00885416	0.008613291	0.01919665	0.236333	0.0344203	0.0502891	0.00545816	0.150107	0.0094886	0.00279957	0.00172434	0.0833501	0.0150686	0.0230978	0.130568	0.0060648	0.226667	0.0245635	0.01754142	37.31774	0.165582	0.517231	1.02082	2.29637	0.0248168	0.309871	0.0168056	0.0982576	0.516868	0.0333808	0.03673807	0.4774726
4600	-41.27371	-80.53356	39.25984	12.01995	0.4714718	0.0104103	0.0274788	0.00831444	0.0119862	0.0143614	0.0178706	0.00837865	0.0236094	0.02264776	0.08427674	0.0817995	0.017977	0.129794	0.157792	0.0685478	0.153193	0.0431718	0.00936726	0.013366	0.0192818	0.111298	0.000905993	0.00549591	0.148801	0.0392083	0.03125624	12.01995	0.02823	0.232884	0.798347	2.94054	0.0276312	0.463059	0.00225866	0.120569	0.299761	0.0867218	0.115533	0.2705395
4700	-70.48555	-82.21324	11.72769	2.423143	0.5213091	0.858297	0.716657	0.948393	0.266362	0.236482	0.146299	0.20833	0.591367	0.3506169	0.09957933	0.116194	0.0366936	0.0441629	0.0359301	0.162321	0.0128503	0.00645179	0.0017377	0.0572512	0.0239478	0.0384523	0.0204186	0.0102035	0.384632	0.0487535	0.07717226	2.423143	0.037402	0.265599	0.835175	2.86182	0.0132641	0.548888	0.0151449	0.0446398	0.337071	0.0409916	0.1767516	0.4366142
4800	-64.1373	-84.80611	20.66881	1.286333	0.9019429	0.0949635	0.0602294	0.168036	0.40763	0.224825	0.237892	0.0933556	0.132791	0.1329099	0.5650789	0.0242269	0.228168	0.17605	0.0410283	0.0538452	0.0398295	0.157861	0.00443427	0.036183	0.0767448	0.0153309	0.00305474	0.034178	0.0806862	0.0283791	0.03802771	1.286333	0.116998	0.445156	0.981641	2.45621	0.106899	0.471392	0.00939124	0.0858811	0.288477	0.0379593	0.6031066	0.06305304
4900	-55.44422	-81.97252	26.5283	42.25493	1.979898	0.0297881	0.0566624	0.0608415	0.000587346	0.0417703	0.0813044	0.00767271	0.038629	0.0381352	0.05093963	0.078905	0.0273269	0.218693	0.0382362	0.0528132	0.0546208	0.00125105	0.00290336	0.0254944	0.129644	0.0236359	0.0707339	0.0199996	0.0629967	0.192746	0.03162112	42.25493	0.290863	0.652859	1.06948	1.9868	0.049359	0.381995	0.0143388	0.13051	0.391886	0.0319118	0.08256075	0.3830043
5000	-62.59881	-81.34023	18.74142	7.187242	0.434548	0.11978	0.946038	0.00890623	0.0428707	0.166628	0.0636716	0.135231	0.162774	0.1802684	0.03808114	0.263913	0.0251224	0.0554581	0.0175777	0.00332446	0.12296	0.0788294	0.00750325	0.030205	0.0302961	0.0430997	0.181537	0.00909104	0.0593879	0.071695	0.08205765	7.187242	0.0219976	0.20706	0.766114	3.00483	0.0239417	0.395885	0.00904978	0.0919244	0.409895	0.0693032	0.1201388	0.6830238
5100	-40.96067	-79.06287	38.10221	22.45591	0.7616788	0.0059847	0.0182789	0.0303854	0.00121269	0.0227841	0.00653002	0.0193867	0.0136708	0.009272422	0.0154584	0.0989874	0.0201178	0.0640369	0.0819639	0.0118727	0.0308057	0.0741961	0.00238654	0.0515472	0.185525	0.0730499	0.0274481	0.0331402	0.184589	0.0603332	0.002172942	22.45591	0.0873825	0.391236	0.945744	2.57564	0.0151649	0.424025	0.00160368	0.168052	0.342656	0.0484993	0.01763135	0.1232431
5200	-58.65795	-90.68018	32.02223	57.49302	0.9576488	0.0256764	0.00865219	0.0155139	0.0162651	0.0926482	0.00430402	0.0108633	0.00955042	0.02259266	0.001849738	0.0775108	0.0320111	0.192141	0.0599637	0.0109977	0.0595603	0.0412548	0.0122835	0.0286256	0.0364069	0.00973705	0.270275	0.0543146	0.107595	0.00732189	0.01715216	57.49302	0.128428	0.463641	0.992612	2.41532	0.0693205	0.403848	0.0142773	0.0633425	0.402468	0.0467435	0.01900189	0.9026551
