Statistic,Lower 1-tailed,Upper 1-tailed,Two-tailed,Midpoint,Effect Size
Number Invariant Sites,0.7808128,0.3657562,0.7315123,0.7075283,0.5113799
Number Invariant Sites Excluding Ambiguous,0.3577615,0.7388408,0.715523,0.3094604,0.5396516
Max Invariant Block Length,0.7748168,0.9380413,1.549634,0.4183877,0
Max Invariant Block Length Excluding Ambiguous,0.2631579,0.9813458,0.5263158,0.1409061,0.754552
Max Pairwise Difference,0.9500333,0.1352432,0.2704863,0.9073951,1.133276
Max Pairwise Difference Excluding Ambiguous,0.8787475,0.2538308,0.5076616,0.8124584,0.8506743
Max Variable Block Length,0.6628914,0.3910726,0.7821452,0.6359094,0.4122893
Max Variable Block Length Excluding Ambiguous,0.7168554,0.39507,0.7901399,0.6608927,0.316312
Min Pairwise Difference,0.994004,1,1.988008,0.497002,0
Min Pairwise Difference Excluding Ambiguous,0.7721519,1,1.544304,0.3860759,0
Number Invariable Block,0.8520986,0.3151233,0.6302465,0.7684877,0.597489
Number Invariable Block Excluding Ambiguous,0.8454364,0.3304464,0.6608927,0.757495,0.5361891
Segregating-Sites,0.3657562,0.7808128,0.7315123,0.2924717,0.5113799
Theta,0.3657562,0.7808128,0.7315123,0.2924717,0.5113799
Tajima-D,0.8940706,0.1059294,0.2118588,0.8940706,1.186188
Tajima-Pi,0.841439,0.1592272,0.3184544,0.8411059,0.9829099
