Statistic,Lower 1-tailed,Upper 1-tailed,Two-tailed,Midpoint,Effect Size
Number Invariant Sites,0.9823392,0.03098967,0.06197934,0.9756748,2.119791
Number Invariant Sites Excluding Ambiguous,0.844052,0.2325891,0.4651783,0.8057314,0.9565139
Max Invariant Block Length,0.9976674,0.01666111,0.03332223,0.9905032,4.251129
Max Invariant Block Length Excluding Ambiguous,0.7374209,1,1.474842,0.3687104,0
Max Pairwise Difference,0.8377208,0.3825392,0.7650783,0.7275908,0.6797862
Max Pairwise Difference Excluding Ambiguous,1,0.03932023,0.07864045,0.9803399,1.780952
Max Variable Block Length,0.8297234,0.1899367,0.3798734,0.8198934,0.6141353
Max Variable Block Length Excluding Ambiguous,0.844052,0.1972676,0.3945352,0.8233922,1.064951
Min Pairwise Difference,1,1,2,0.5,nan
Min Pairwise Difference Excluding Ambiguous,0.7724092,0.4728424,0.9456848,0.6497834,0.7066406
Number Invariable Block,0.7757414,0.4071976,0.8143952,0.6842719,0.5226749
Number Invariable Block Excluding Ambiguous,0.1582806,0.9436854,0.3165611,0.1072976,1.007713
Segregating-Sites,0.03098967,0.9823392,0.06197934,0.02432522,2.119791
Theta,0.03098967,0.9823392,0.06197934,0.02432522,2.119789
Tajima-D,0.9216928,0.07830723,0.1566145,0.9216928,1.310199
Tajima-Pi,0.6984339,0.3032323,0.6064645,0.6976008,0.4892459
