Statistic,Lower 1-tailed,Upper 1-tailed,Two-tailed,Midpoint,Effect Size
Number Invariant Sites,0.9993338,0.001332445,0.00266489,0.9990007,4.194321
Number Invariant Sites Excluding Ambiguous,1,0,0,1,14.87316
Max Invariant Block Length,0.9953364,0.01265823,0.02531646,0.9913391,4.042095
Max Invariant Block Length Excluding Ambiguous,0.9986676,1,1.997335,0.4993338,0
Max Pairwise Difference,0.0006662225,1,0.001332445,0.0003331113,4.492846
Max Pairwise Difference Excluding Ambiguous,1,0.06129247,0.1225849,0.9693538,1.425605
Max Variable Block Length,0.8307795,0.212525,0.42505,0.8091272,0.4660657
Max Variable Block Length Excluding Ambiguous,0.00266489,0.9986676,0.00532978,0.001998668,4.327571
Min Pairwise Difference,1,1,2,0.5,nan
Min Pairwise Difference Excluding Ambiguous,0.07794803,1,0.1558961,0.03897402,2.044095
Number Invariable Block,0.9813458,0.07195203,0.1439041,0.9546969,1.501937
Number Invariable Block Excluding Ambiguous,0.9973351,0.02465023,0.04930047,0.9863424,3.049661
Segregating-Sites,0.001332445,0.9993338,0.00266489,0.0009993338,4.194321
Theta,0.001332445,0.9993338,0.00266489,0.0009993338,4.194326
Tajima-D,0,1,0,0,7.151143
Tajima-Pi,0,1,0,0,12.8996
